Gene,NSC_GFP,Neu_GFP
Tomm40,Euchromatin,Euchromatin
Top1,Euchromatin,Unknown
Top1mt,Euchromatin,Unknown
Top3a,Unknown,Unknown
Top3b,Unknown,Unknown
Tor1aip1,Unknown,Unknown
Tor2a,Euchromatin,Euchromatin
Tor3a,Euchromatin,Unknown
Tox,Heterochromatin,Heterochromatin
Tox2,Euchromatin,Unknown
Tox4,Unknown,Unknown
Tpbg,Unknown,Unknown
Tpd52,Euchromatin,Euchromatin
Tpd52l1,Unknown,Unknown
Tpgs1,Euchromatin,Euchromatin
Tpm1,Euchromatin,Unknown
Tpm3,Unknown,Unknown
Tpp2,Unknown,Unknown
Tppp3,Euchromatin,Unknown
Tpr,Unknown,Unknown
Tpra1,Euchromatin,Unknown
Tprg1l,Unknown,Unknown
Tpst2,Euchromatin,Euchromatin
Tpx2,Euchromatin,Unknown
Tra2a,Unknown,Unknown
Tra2b,Unknown,Unknown
Tradd,Euchromatin,Euchromatin
Traf2,Euchromatin,Euchromatin
Traf4,Euchromatin,Euchromatin
Traf7,Euchromatin,Euchromatin
Trafd1,Euchromatin,Euchromatin
Trak1,Euchromatin,Unknown
Trap1,Euchromatin,Unknown
Trappc10,Euchromatin,Unknown
Trappc2b,Unknown,Unknown
Trappc2l,Euchromatin,Euchromatin
Trappc3,Euchromatin,Euchromatin
Trappc4,Euchromatin,Euchromatin
Trappc5,Euchromatin,Euchromatin
Trappc8,Unknown,Unknown
Trappc9,Unknown,Unknown
Trib1,Euchromatin,Unknown
Trib2,Unknown,Unknown
Tril,Unknown,Unknown
Trim13,Unknown,Unknown
Trim25,Euchromatin,Unknown
Trim28,Euchromatin,Euchromatin
Trim35,Euchromatin,Unknown
Trim37,Unknown,Unknown
Trim39,Euchromatin,Euchromatin
Trim41,Euchromatin,Unknown
Trim44,Unknown,Unknown
Trim45,Unknown,Unknown
Trim47,Euchromatin,Euchromatin
Trim65,Euchromatin,Euchromatin
Trim67,Euchromatin,Euchromatin
Trim9,Unknown,Unknown
Trio,Unknown,Unknown
Triobp,Euchromatin,Euchromatin
Trip12,Unknown,Unknown
Trmt10a,Unknown,Unknown
Trmt10c,Unknown,Unknown
Trmt13,Unknown,Unknown
Trmt2a,Euchromatin,Euchromatin
Trnt1,Heterochromatin,Unknown
Trp53bp2,Unknown,Unknown
Trp53inp1,Unknown,Unknown
Trp53rka,Euchromatin,Euchromatin
Trp53rkb,Euchromatin,Unknown
Trpm7,Unknown,Unknown
Trrap,Euchromatin,Euchromatin
Trub2,Euchromatin,Euchromatin
Tsc1,Euchromatin,Unknown
Tsc22d1,Unknown,Unknown
Tsen2,Euchromatin,Unknown
Tsen34,Euchromatin,Unknown
Tsen54,Euchromatin,Unknown
Tsga10,Unknown,Unknown
Tshz3,Euchromatin,Unknown
Tsn,Unknown,Unknown
Tsnax,Unknown,Unknown
Tspan13,Unknown,Unknown
Tspan18,Euchromatin,Unknown
Tspan33,Euchromatin,Unknown
Tspan4,Euchromatin,Euchromatin
Tspan6,Unknown,Unknown
Tspan9,Euchromatin,Unknown
Tspoap1,Euchromatin,Euchromatin
Tspyl2,Unknown,Unknown
Tsr1,Euchromatin,Euchromatin
Tssc4,Euchromatin,Euchromatin
Tst,Euchromatin,Unknown
Ttc13,Euchromatin,Unknown
Ttc21b,Unknown,Heterochromatin
Ttc28,Unknown,Unknown
Ttc3,Unknown,Unknown
Ttc32,Unknown,Unknown
Ttc34,Euchromatin,Unknown
Ttc41,Unknown,Unknown
Ttc7b,Euchromatin,Unknown
Ttf2,Unknown,Unknown
Ttll1,Euchromatin,Euchromatin
Ttll13,Euchromatin,Unknown
Ttll5,Unknown,Unknown
Ttll8,Euchromatin,Unknown
Ttpal,Unknown,Unknown
Ttyh3,Euchromatin,Euchromatin
Tuba1b,Euchromatin,Euchromatin
Tuba1c,Euchromatin,Euchromatin
Tubb2a,Unknown,Unknown
Tubb3,Euchromatin,Euchromatin
Tubb4b,Euchromatin,Euchromatin
Tubb5,Euchromatin,Euchromatin
Tubg1,Euchromatin,Unknown
Tubgcp3,Euchromatin,Unknown
Tubgcp5,Unknown,Unknown
Tufm,Euchromatin,Euchromatin
Tug1,Unknown,Heterochromatin
Tusc1,Heterochromatin,Heterochromatin
Tusc3,Unknown,Unknown
Tut4,Unknown,Unknown
Tut7,Unknown,Unknown
Twf1,Unknown,Unknown
Txlna,Euchromatin,Unknown
Txlng,Unknown,Euchromatin
Txn2,Euchromatin,Euchromatin
Txndc11,Unknown,Unknown
Txndc16,Unknown,Heterochromatin
Txndc17,Unknown,Unknown
Txndc9,Unknown,Unknown
Txnl1,Unknown,Unknown
Txnl4a,Unknown,Unknown
Txnl4b,Euchromatin,Euchromatin
Txnrd1,Unknown,Unknown
Txnrd3,Unknown,Unknown
Tyk2,Euchromatin,Euchromatin
Tyms,Unknown,Euchromatin
Tyw1,Euchromatin,Euchromatin
U2af2,Euchromatin,Euchromatin
U2surp,Unknown,Unknown
Uap1,Unknown,Unknown
Uap1l1,Euchromatin,Euchromatin
Uba3,Unknown,Unknown
Uba5,Unknown,Unknown
Uba52,Euchromatin,Euchromatin
Uba6,Heterochromatin,Heterochromatin
Ubac1,Euchromatin,Unknown
Ubac2,Unknown,Unknown
Ubald2,Euchromatin,Euchromatin
Ubap1,Euchromatin,Euchromatin
Ubap2,Euchromatin,Unknown
Ubap2l,Unknown,Unknown
Ubb,Euchromatin,Unknown
Ubc,Euchromatin,Euchromatin
Ube2a,Unknown,Unknown
Ube2b,Unknown,Unknown
Ube2c,Euchromatin,Unknown
Ube2e2,Unknown,Euchromatin
Ube2e3,Unknown,Unknown
Ube2f,Euchromatin,Unknown
Ube2g1,Unknown,Unknown
Ube2h,Euchromatin,Euchromatin
Ube2i,Euchromatin,Euchromatin
Ube2j2,Euchromatin,Unknown
Ube2k,Unknown,Unknown
Ube2m,Euchromatin,Euchromatin
Ube2n,Unknown,Unknown
Ube2o,Euchromatin,Euchromatin
Ube2q1,Euchromatin,Euchromatin
Ube2s,Euchromatin,Euchromatin
Ube2v1,Euchromatin,Euchromatin
Ube3a,Unknown,Unknown
Ube3b,Euchromatin,Euchromatin
Ube3c,Unknown,Unknown
Ube3d,Unknown,Unknown
Ube4a,Unknown,Unknown
Ubfd1,Unknown,Unknown
Ubiad1,Euchromatin,Euchromatin
Ubl3,Unknown,Unknown
Ubn1,Euchromatin,Unknown
Ubn2,Unknown,Unknown
Ubqln2,Unknown,Unknown
Ubr3,Unknown,Unknown
Ubr4,Euchromatin,Euchromatin
Ubtd1,Euchromatin,Unknown
Ubtd2,Unknown,Unknown
Ubtf,Euchromatin,Euchromatin
Ubxn2b,Unknown,Unknown
Ubxn4,Unknown,Unknown
Ubxn6,Euchromatin,Euchromatin
Ubxn7,Euchromatin,Euchromatin
Uck2,Euchromatin,Euchromatin
Ucp2,Euchromatin,Euchromatin
Uevld,Unknown,Unknown
Ufd1,Unknown,Euchromatin
Ufl1,Unknown,Unknown
Ufm1,Unknown,Unknown
Ufsp2,Unknown,Unknown
Ugcg,Unknown,Unknown
Uhrf2,Unknown,Unknown
Ulk1,Euchromatin,Euchromatin
Ulk2,Unknown,Unknown
Ulk4,Euchromatin,Unknown
Umps,Unknown,Unknown
Unc119b,Euchromatin,Euchromatin
Unc50,Euchromatin,Unknown
Unk,Euchromatin,Euchromatin
Upf1,Euchromatin,Euchromatin
Upf2,Unknown,Unknown
Upf3a,Unknown,Unknown
Uqcc2,Euchromatin,Euchromatin
Uqcc5,Unknown,Unknown
Uqcr11,Euchromatin,Euchromatin
Uqcrc1,Euchromatin,Unknown
Uros,Euchromatin,Euchromatin
Use1,Euchromatin,Euchromatin
Usf1,Euchromatin,Unknown
Usf2,Euchromatin,Euchromatin
Usf3,Unknown,Unknown
Uso1,Unknown,Unknown
Usp19,Euchromatin,Euchromatin
Usp2,Euchromatin,Unknown
Usp22,Unknown,Unknown
Usp25,Unknown,Unknown
Usp28,Euchromatin,Unknown
Usp31,Unknown,Unknown
Usp35,Euchromatin,Unknown
Usp36,Euchromatin,Euchromatin
Usp37,Unknown,Unknown
Usp38,Unknown,Unknown
Usp42,Euchromatin,Unknown
Usp48,Euchromatin,Euchromatin
Usp8,Unknown,Unknown
Usp9x,Unknown,Unknown
Utp14a,Unknown,Unknown
Utp14b,Unknown,Unknown
Utp15,Unknown,Unknown
Utp25,Euchromatin,Unknown
Utp3,Unknown,Unknown
Utp6,Unknown,Unknown
Uvrag,Unknown,Unknown
Uvssa,Euchromatin,Unknown
Uxs1,Unknown,Unknown
Uxt,Unknown,Euchromatin
Vamp1,Euchromatin,Unknown
Vamp3,Euchromatin,Unknown
Vapb,Euchromatin,Unknown
Vasn,Euchromatin,Euchromatin
Vasp,Euchromatin,Euchromatin
Vat1l,Unknown,Heterochromatin
Vaultrc5,Unknown,Euchromatin
Vax1,Unknown,Unknown
Vcl,Unknown,Unknown
Vcp,Euchromatin,Euchromatin
Vcpip1,Unknown,Unknown
Vdr,Euchromatin,Unknown
Vegfa,Euchromatin,Unknown
Vgf,Euchromatin,Euchromatin
Vgll4,Euchromatin,Unknown
Vhl,Euchromatin,Euchromatin
Vim,Unknown,Euchromatin
Vipr1,Euchromatin,Unknown
Virma,Unknown,Unknown
Vkorc1l1,Euchromatin,Unknown
Vma21,Unknown,Unknown
Vmac,Euchromatin,Euchromatin
Vps11,Euchromatin,Euchromatin
Vps18,Euchromatin,Euchromatin
Vps26a,Unknown,Unknown
Vps26b,Euchromatin,Unknown
Vps26c,Unknown,Unknown
Vps33a,Euchromatin,Euchromatin
Vrk3,Euchromatin,Unknown
Vsnl1,Unknown,Heterochromatin
Vstm4,Unknown,Unknown
Vti1a,Unknown,Unknown
Vwa1,Euchromatin,Euchromatin
Wac,Unknown,Unknown
Wars2,Unknown,Unknown
Wasl,Unknown,Unknown
Wbp1,Euchromatin,Euchromatin
Wbp2,Euchromatin,Euchromatin
Wdr20,Euchromatin,Euchromatin
Wdr25,Euchromatin,Unknown
Wdr31,Unknown,Euchromatin
Wdr33,Unknown,Unknown
Wdr36,Heterochromatin,Unknown
Wdr37,Unknown,Heterochromatin
Wdr4,Euchromatin,Euchromatin
Wdr41,Unknown,Unknown
Wdr44,Unknown,Unknown
Wdr47,Unknown,Unknown
Wdr48,Unknown,Unknown
Wdr55,Unknown,Unknown
Wdr7,Unknown,Unknown
Wdr74,Unknown,Unknown
Wdr81,Euchromatin,Euchromatin
Wdr89,Unknown,Unknown
Wdr90,Euchromatin,Euchromatin
Wdtc1,Euchromatin,Euchromatin
Wee1,Unknown,Unknown
Wfdc3,Euchromatin,Euchromatin
Wfs1,Euchromatin,Euchromatin
Wipi1,Unknown,Unknown
Wipi2,Euchromatin,Unknown
Wnk4,Euchromatin,Euchromatin
Wnt4,Euchromatin,Euchromatin
Wnt9a,Euchromatin,Euchromatin
Wnt9b,Euchromatin,Euchromatin
Wrnip1,Unknown,Unknown
Wsb1,Euchromatin,Euchromatin
Wscd2,Euchromatin,Euchromatin
Wtip,Euchromatin,Euchromatin
Wwc1,Euchromatin,Unknown
Wwox,Unknown,Unknown
Wwp1,Unknown,Heterochromatin
Xkr4,Unknown,Unknown
Xkr6,Unknown,Unknown
Xndc1,Euchromatin,Euchromatin
Xpnpep1,Euchromatin,Euchromatin
Xpnpep3,Unknown,Unknown
Xpo1,Unknown,Unknown
Xpo5,Euchromatin,Unknown
Xpo7,Unknown,Unknown
Xpot,Euchromatin,Unknown
Xrcc1,Euchromatin,Euchromatin
Xrcc4,Heterochromatin,Unknown
Xrn2,Heterochromatin,Heterochromatin
Xrra1,Unknown,Unknown
Xxylt1,Euchromatin,Unknown
Yars1,Unknown,Unknown
Ybx1,Euchromatin,Unknown
Yeats2,Unknown,Unknown
Yeats4,Unknown,Unknown
Yif1b,Euchromatin,Euchromatin
Yipf2,Euchromatin,Euchromatin
Yipf4,Unknown,Unknown
Yipf5,Unknown,Unknown
Yjefn3,Euchromatin,Euchromatin
Yju2b,Unknown,Unknown
Ylpm1,Unknown,Unknown
Ypel5,Unknown,Unknown
Ythdc1,Heterochromatin,Unknown
Ythdf2,Unknown,Unknown
Ythdf3,Heterochromatin,Unknown
Ywhab,Unknown,Unknown
Ywhag,Euchromatin,Euchromatin
Ywhaz,Unknown,Unknown
Yy1,Euchromatin,Unknown
Zbed4,Euchromatin,Euchromatin
Zbed5,Euchromatin,Euchromatin
Zbed5-ps,Unknown,Unknown
Zbtb11,Unknown,Euchromatin
Zbtb12,Euchromatin,Euchromatin
Zbtb14,Unknown,Unknown
Zbtb20,Unknown,Heterochromatin
Zbtb21,Unknown,Unknown
Zbtb33,Unknown,Unknown
Zbtb40,Euchromatin,Unknown
Zbtb45,Euchromatin,Euchromatin
Zbtb48,Euchromatin,Euchromatin
Zbtb5,Euchromatin,Unknown
Zbtb7a,Euchromatin,Euchromatin
Zbtb7b,Euchromatin,Euchromatin
Zbtb7c,Euchromatin,Unknown
Zc2hc1a,Unknown,Unknown
Zc3h10,Euchromatin,Euchromatin
Zc3h12a,Euchromatin,Euchromatin
Zc3h18,Euchromatin,Euchromatin
Zc3h4,Euchromatin,Euchromatin
Zc3h6,Unknown,Unknown
Zc3h8,Unknown,Unknown
Zcchc14,Euchromatin,Euchromatin
Zcchc2,Unknown,Unknown
Zcchc8,Unknown,Unknown
Zdbf2,Unknown,Heterochromatin
Zdhhc22,Euchromatin,Unknown
Zdhhc5,Unknown,Unknown
Zeb2,Unknown,Unknown
Zer1,Euchromatin,Euchromatin
Zfand2b,Euchromatin,Euchromatin
Zfand5,Unknown,Unknown
Zfat,Unknown,Unknown
Zfhx2,Euchromatin,Euchromatin
Zfhx3,Unknown,Unknown
Zfhx4,Heterochromatin,Heterochromatin
Zfp11,Unknown,Unknown
Zfp113,Euchromatin,Euchromatin
Zfp119a,Unknown,Euchromatin
Zfp119b,Euchromatin,Euchromatin
Zfp131,Unknown,Unknown
Zfp141,Unknown,Euchromatin
Zfp143,Unknown,Unknown
Zfp157,Unknown,Unknown
Zfp169,Unknown,Unknown
Zfp184,Unknown,Unknown
Zfp207,Unknown,Unknown
Zfp217,Euchromatin,Euchromatin
Zfp219,Euchromatin,Unknown
Zfp24,Unknown,Unknown
Zfp26,Unknown,Unknown
Zfp263,Unknown,Unknown
Zfp266,Unknown,Unknown
Zfp280b,Euchromatin,Euchromatin
Zfp280c,Unknown,Unknown
Zfp318,Unknown,Unknown
Zfp335,Euchromatin,Euchromatin
Zfp36,Euchromatin,Euchromatin
Zfp367,Unknown,Unknown
Zfp36l1,Euchromatin,Unknown
Zfp384,Unknown,Euchromatin
Zfp386,Unknown,Unknown
Zfp395,Euchromatin,Unknown
Zfp398,Unknown,Unknown
Zfp41,Euchromatin,Unknown
Zfp428,Euchromatin,Euchromatin
Zfp438,Unknown,Unknown
Zfp512,Unknown,Unknown
Zfp513,Unknown,Unknown
Zfp521,Unknown,Unknown
Zfp560,Unknown,Unknown
Zfp574,Euchromatin,Euchromatin
Zfp593,Euchromatin,Euchromatin
Zfp597,Unknown,Unknown
Zfp608,Unknown,Unknown
Zfp612,Unknown,Unknown
Zfp617,Unknown,Unknown
Zfp629,Euchromatin,Euchromatin
Zfp638,Unknown,Unknown
Zfp64,Euchromatin,Unknown
Zfp672,Euchromatin,Unknown
Zfp687,Euchromatin,Unknown
Zfp688,Euchromatin,Unknown
Zfp703,Euchromatin,Unknown
Zfp706,Unknown,Unknown
Zfp707,Euchromatin,Euchromatin
Zfp710,Euchromatin,Euchromatin
Zfp711,Heterochromatin,Unknown
Zfp715,Unknown,Unknown
Zfp719,Unknown,Unknown
Zfp747,Euchromatin,Unknown
Zfp775,Euchromatin,Unknown
Zfp78,Unknown,Unknown
Zfp786,Unknown,Unknown
Zfp804b,Heterochromatin,Heterochromatin
Zfp810,Euchromatin,Unknown
Zfp827,Unknown,Unknown
Zfp846,Unknown,Unknown
Zfp866,Euchromatin,Euchromatin
Zfp869,Unknown,Unknown
Zfp873,Unknown,Euchromatin
Zfp882,Unknown,Unknown
Zfp959,Unknown,Euchromatin
Zfp961,Unknown,Unknown
Zfp963,Euchromatin,Euchromatin
Zfpm1,Euchromatin,Euchromatin
Zfr2,Euchromatin,Euchromatin
Zftraf1,Unknown,Unknown
Zfx,Unknown,Unknown
Zfyve16,Heterochromatin,Unknown
Zfyve21,Euchromatin,Euchromatin
Zfyve27,Euchromatin,Unknown
Zglp1,Euchromatin,Euchromatin
Zhx1,Unknown,Unknown
Zhx3,Unknown,Unknown
Zkscan14,Unknown,Unknown
Zmiz1,Euchromatin,Euchromatin
Zmiz2,Euchromatin,Euchromatin
Zmym6,Unknown,Unknown
Znhit3,Euchromatin,Unknown
Znhit6,Unknown,Unknown
Znrf4,Euchromatin,Unknown
Zpbp2,Euchromatin,Euchromatin
Zpr1,Euchromatin,Unknown
Zrsr2,Unknown,Unknown
Zscan12,Unknown,Unknown
Zswim1,Euchromatin,Euchromatin
Zswim4,Euchromatin,Euchromatin
Zswim6,Unknown,Unknown
Zwint,Unknown,Unknown
Zxdc,Unknown,Unknown
Zzz3,Unknown,Unknown
Aug-02,Unknown,Unknown
Aug-03,Unknown,Unknown
